ID,graphml
paf10,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Dors"">      <data key=""d0"">Dors;Dors Venabili</data>    </node>    <node id=""Hari"">      <data key=""d0"">Hari</data>    </node>    <node id=""Goutte-de-Pluie"">      <data key=""d0"">Goutte-de-Pluie</data>    </node>    <node id=""H&#233;licon"">      <data key=""d0"">H&#233;licon</data>    </node>    <node id=""La S&#339;ur"">      <data key=""d0"">La S&#339;ur</data>    </node>    <node id=""Hari Seldon"">      <data key=""d0"">Hari Seldon;Hari;Seldon</data>    </node>    <edge source=""Dors"" target=""Hari"" />    <edge source=""Goutte-de-Pluie"" target=""H&#233;licon"" />    <edge source=""H&#233;licon"" target=""La S&#339;ur"" />    <edge source=""La S&#339;ur"" target=""Hari Seldon"" />  </graph></graphml>"
paf11,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Dors"">      <data key=""d0"">Dors;Dors Venabili</data>    </node>    <node id=""H&#233;licon"">      <data key=""d0"">H&#233;licon</data>    </node>    <node id=""Lissauer"">      <data key=""d0"">Lissauer</data>    </node>    <node id=""S&#339;urs Goutte-de-Pluie"">      <data key=""d0"">S&#339;urs Goutte-de-Pluie</data>    </node>    <node id=""Myc&#233;lium Soixante-douze"">      <data key=""d0"">Myc&#233;lium Soixante-douze;Myc&#233;lium</data>    </node>    <node id=""Mentone"">      <data key=""d0"">Mentone</data>    </node>    <node id=""Novigor"">      <data key=""d0"">Novigor</data>    </node>    <node id=""Cinna"">      <data key=""d0"">Cinna</data>    </node>    <node id=""Goutte-de-Pluie"">      <data key=""d0"">Goutte-de-Pluie;S&#339;urs Goutte-de-Pluie</data>    </node>    <node id=""Hari Seldon"">      <data key=""d0"">Hari Seldon;Hari;Seldon</data>    </node>    <node id=""Mycog&#233;nien"">      <data key=""d0"">Mycog&#233;nien</data>    </node>    <node id=""Tabou"">      <data key=""d0"">Tabou</data>    </node>    <node id=""Grand Ancien"">      <data key=""d0"">Grand Ancien</data>    </node>    <node id=""Hummin"">      <data key=""d0"">Hummin</data>    </node>    <edge source=""Dors"" target=""H&#233;licon"" />    <edge source=""H&#233;licon"" target=""Myc&#233;lium Soixante-douze"" />    <edge source=""H&#233;licon"" target=""Cinna"" />    <edge source=""H&#233;licon"" target=""Goutte-de-Pluie"" />    <edge source=""H&#233;licon"" target=""Hari Seldon"" />    <edge source=""H&#233;licon"" target=""Tabou"" />    <edge source=""Lissauer"" target=""S&#339;urs Goutte-de-Pluie"" />    <edge source=""S&#339;urs Goutte-de-Pluie"" target=""Mentone"" />    <edge source=""S&#339;urs Goutte-de-Pluie"" target=""Novigor"" />    <edge source=""Mycog&#233;nien"" target=""Tabou"" />    <edge source=""Tabou"" target=""Hummin"" />    <edge source=""Grand Ancien"" target=""Hummin"" />  </graph></graphml>"
paf12,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Bande-c&#233;leste"">      <data key=""d0"">Bande-c&#233;leste</data>    </node>    <node id=""Dors Venabili"">      <data key=""d0"">Dors Venabili</data>    </node>    <node id=""Myc&#233;lium Soixante-douze"">      <data key=""d0"">Myc&#233;lium Soixante-douze</data>    </node>    <node id=""Mycog&#233;nien"">      <data key=""d0"">Mycog&#233;nien</data>    </node>    <node id=""Eto Demerzel"">      <data key=""d0"">Eto Demerzel;Demerzel</data>    </node>    <node id=""Dieu"">      <data key=""d0"">Dieu</data>    </node>    <node id=""Hari Seldon"">      <data key=""d0"">Hari Seldon;Hari;Seldon</data>    </node>    <node id=""Hummin"">      <data key=""d0"">Hummin</data>    </node>    <node id=""Venabili"">      <data key=""d0"">Venabili</data>    </node>    <node id=""Grand Ancien"">      <data key=""d0"">Grand Ancien</data>    </node>    <node id=""Barbare Seldon"">      <data key=""d0"">Barbare Seldon</data>    </node>    <node id=""Wendome"">      <data key=""d0"">Wendome</data>    </node>    <node id=""Ma&#238;tre-du-Soleil Quatorze"">      <data key=""d0"">Ma&#238;tre-du-Soleil Quatorze;Ma&#238;tre-du-Soleil</data>    </node>    <node id=""Chetter"">      <data key=""d0"">Chetter</data>    </node>    <node id=""Bendar"">      <data key=""d0"">Bendar</data>    </node>    <node id=""Seldon"">      <data key=""d0"">Seldon</data>    </node>    <node id=""Dors"">      <data key=""d0"">Dors;Dors Venabili;Venabili</data>    </node>    <node id=""Antennin"">      <data key=""d0"">Antennin</data>    </node>    <edge source=""Bande-c&#233;leste"" target=""Dors Venabili"" />    <edge source=""Myc&#233;lium Soixante-douze"" target=""Mycog&#233;nien"" />    <edge source=""Mycog&#233;nien"" target=""Chetter"" />    <edge source=""Eto Demerzel"" target=""Dieu"" />    <edge source=""Dieu"" target=""Hummin"" />    <edge source=""Hari Seldon"" target=""Hummin"" />    <edge source=""Hari Seldon"" target=""Venabili"" />    <edge source=""Hummin"" target=""Ma&#238;tre-du-Soleil Quatorze"" />    <edge source=""Hummin"" target=""Chetter"" />    <edge source=""Hummin"" target=""Dors"" />    <edge source=""Hummin"" target=""Venabili"" />    <edge source=""Venabili"" target=""Wendome"" />    <edge source=""Grand Ancien"" target=""Barbare Seldon"" />    <edge source=""Bendar"" target=""Seldon"" />  </graph></graphml>"
paf13,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Ma moustache"">      <data key=""d0"">Ma moustache</data>    </node>    <node id=""M&#232;re Rittah"">      <data key=""d0"">M&#232;re Rittah</data>    </node>    <node id=""Jirad"">      <data key=""d0"">Jirad</data>    </node>    <node id=""H&#233;licon"">      <data key=""d0"">H&#233;licon</data>    </node>    <node id=""Amaryl"">      <data key=""d0"">Amaryl</data>    </node>    <node id=""Dieu"">      <data key=""d0"">Dieu</data>    </node>    <node id=""Cl&#233;on"">      <data key=""d0"">Cl&#233;on</data>    </node>    <node id=""Demerzel"">      <data key=""d0"">Demerzel</data>    </node>    <node id=""Ma&#238;tresse Venabili"">      <data key=""d0"">Ma&#238;tresse Venabili;Dors Venabili;Venabili</data>    </node>    <node id=""Anat Bigell"">      <data key=""d0"">Anat Bigell</data>    </node>    <node id=""Hummin"">      <data key=""d0"">Hummin</data>    </node>    <node id=""Sire"">      <data key=""d0"">Sire</data>    </node>    <node id=""Casilia Tisalver"">      <data key=""d0"">Casilia Tisalver;Tisalver;Ma&#238;tresse Tisalver</data>    </node>    <node id=""Venabili"">      <data key=""d0"">Venabili</data>    </node>    <node id=""Lindor"">      <data key=""d0"">Lindor;Hano Lindor</data>    </node>    <node id=""Dors Venabili"">      <data key=""d0"">Dors Venabili</data>    </node>    <node id=""Fr&#232;res mycog&#233;niens"">      <data key=""d0"">Fr&#232;res mycog&#233;niens</data>    </node>    <node id=""Goutte-de-Pluie"">      <data key=""d0"">Goutte-de-Pluie</data>    </node>    <node id=""Hari Seldon"">      <data key=""d0"">Hari Seldon;Hari;Seldon</data>    </node>    <node id=""Grand Ancien"">      <data key=""d0"">Grand Ancien</data>    </node>    <node id=""Dahl"">      <data key=""d0"">Dahl</data>    </node>    <node id=""Dahlite"">      <data key=""d0"">Dahlite;Dahlites;Dahl</data>    </node>    <node id=""Dors"">      <data key=""d0"">Dors;Dors Venabili;Venabili</data>    </node>    <node id=""Ma&#238;tresse Tisalver"">      <data key=""d0"">Ma&#238;tresse Tisalver</data>    </node>    <edge source=""Ma moustache"" target=""M&#232;re Rittah"" />    <edge source=""M&#232;re Rittah"" target=""Sire"" />    <edge source=""M&#232;re Rittah"" target=""Casilia Tisalver"" />    <edge source=""M&#232;re Rittah"" target=""Grand Ancien"" />    <edge source=""M&#232;re Rittah"" target=""Anat Bigell"" />    <edge source=""Jirad"" target=""H&#233;licon"" />    <edge source=""H&#233;licon"" target=""Hummin"" />    <edge source=""Amaryl"" target=""Dieu"" />    <edge source=""Dieu"" target=""Dahl"" />    <edge source=""Dieu"" target=""Dahlite"" />    <edge source=""Cl&#233;on"" target=""Demerzel"" />    <edge source=""Demerzel"" target=""Anat Bigell"" />    <edge source=""Ma&#238;tresse Venabili"" target=""Anat Bigell"" />    <edge source=""Ma&#238;tresse Venabili"" target=""Hummin"" />    <edge source=""Anat Bigell"" target=""Casilia Tisalver"" />    <edge source=""Anat Bigell"" target=""Dahlite"" />    <edge source=""Anat Bigell"" target=""Dors"" />    <edge source=""Anat Bigell"" target=""Hummin"" />    <edge source=""Hummin"" target=""Fr&#232;res mycog&#233;niens"" />    <edge source=""Hummin"" target=""Goutte-de-Pluie"" />    <edge source=""Hummin"" target=""Hari Seldon"" />    <edge source=""Hummin"" target=""Dahlite"" />    <edge source=""Hummin"" target=""Dors"" />    <edge source=""Casilia Tisalver"" target=""Venabili"" />    <edge source=""Venabili"" target=""Hari Seldon"" />    <edge source=""Lindor"" target=""Dors Venabili"" />    <edge source=""Dors"" target=""Ma&#238;tresse Tisalver"" />  </graph></graphml>"
paf14,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Casilia"">      <data key=""d0"">Casilia</data>    </node>    <node id=""Cinna"">      <data key=""d0"">Cinna</data>    </node>    <node id=""Raych"">      <data key=""d0"">Raych</data>    </node>    <node id=""M&#232;re Rittah"">      <data key=""d0"">M&#232;re Rittah</data>    </node>    <node id=""Hari Seldon"">      <data key=""d0"">Hari Seldon;Hari;Seldon</data>    </node>    <node id=""Demerzel"">      <data key=""d0"">Demerzel</data>    </node>    <node id=""Yugo Amaryl"">      <data key=""d0"">Yugo Amaryl</data>    </node>    <node id=""Ma&#238;tresse Venabili"">      <data key=""d0"">Ma&#238;tresse Venabili</data>    </node>    <node id=""Ma&#238;tre-du-Soleil"">      <data key=""d0"">Ma&#238;tre-du-Soleil</data>    </node>    <node id=""N&#226;n"">      <data key=""d0"">N&#226;n</data>    </node>    <node id=""Hummin"">      <data key=""d0"">Hummin</data>    </node>    <node id=""Da-Nee"">      <data key=""d0"">Da-Nee</data>    </node>    <node id=""Ba-Lee"">      <data key=""d0"">Ba-Lee</data>    </node>    <node id=""Tisalver"">      <data key=""d0"">Tisalver</data>    </node>    <node id=""H&#233;licon"">      <data key=""d0"">H&#233;licon</data>    </node>    <node id=""Dahlites"">      <data key=""d0"">Dahlites;Dahl</data>    </node>    <node id=""Dors"">      <data key=""d0"">Dors;Dors Venabili</data>    </node>    <node id=""Dahl"">      <data key=""d0"">Dahl</data>    </node>    <node id=""Marron"">      <data key=""d0"">Marron</data>    </node>    <node id=""Chetter Hummin"">      <data key=""d0"">Chetter Hummin;Hummin</data>    </node>    <node id=""Dors Venabili"">      <data key=""d0"">Dors Venabili</data>    </node>    <edge source=""Casilia"" target=""Cinna"" />    <edge source=""Cinna"" target=""Ma&#238;tre-du-Soleil"" />    <edge source=""Raych"" target=""M&#232;re Rittah"" />    <edge source=""M&#232;re Rittah"" target=""Hari Seldon"" />    <edge source=""M&#232;re Rittah"" target=""Dors"" />    <edge source=""M&#232;re Rittah"" target=""Dors Venabili"" />    <edge source=""Demerzel"" target=""Yugo Amaryl"" />    <edge source=""Yugo Amaryl"" target=""Dahlites"" />    <edge source=""Yugo Amaryl"" target=""Dahl"" />    <edge source=""Ma&#238;tresse Venabili"" target=""Ma&#238;tre-du-Soleil"" />    <edge source=""Ma&#238;tre-du-Soleil"" target=""Ba-Lee"" />    <edge source=""Ma&#238;tre-du-Soleil"" target=""H&#233;licon"" />    <edge source=""Ma&#238;tre-du-Soleil"" target=""Hummin"" />    <edge source=""Ma&#238;tre-du-Soleil"" target=""Chetter Hummin"" />    <edge source=""N&#226;n"" target=""Hummin"" />    <edge source=""N&#226;n"" target=""Tisalver"" />    <edge source=""Da-Nee"" target=""Ba-Lee"" />    <edge source=""Marron"" target=""Chetter Hummin"" />  </graph></graphml>"
paf15,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Ma&#238;tre Davan"">      <data key=""d0"">Ma&#238;tre Davan;Davan</data>    </node>    <node id=""Dors Venabili"">      <data key=""d0"">Dors Venabili</data>    </node>    <node id=""Amaryl"">      <data key=""d0"">Amaryl;Yugo Amaryl</data>    </node>    <node id=""Ma&#238;tresse Venabili"">      <data key=""d0"">Ma&#238;tresse Venabili;Dors Venabili;Venabili</data>    </node>    <node id=""Hummin"">      <data key=""d0"">Hummin</data>    </node>    <node id=""Ma&#238;tresse Tisalver"">      <data key=""d0"">Ma&#238;tresse Tisalver</data>    </node>    <node id=""Raych"">      <data key=""d0"">Raych</data>    </node>    <node id=""Hari Seldon"">      <data key=""d0"">Hari Seldon;Seldon</data>    </node>    <node id=""Marlo Tanto"">      <data key=""d0"">Marlo Tanto</data>    </node>    <node id=""Demerzel"">      <data key=""d0"">Demerzel</data>    </node>    <node id=""Dahlite"">      <data key=""d0"">Dahlite;Dahlites;Dahl</data>    </node>    <node id=""Tisalver"">      <data key=""d0"">Tisalver;Ma&#238;tre Tisalver;Ma&#238;tresse Tisalver</data>    </node>    <node id=""Dors"">      <data key=""d0"">Dors;Dors Venabili;Venabili</data>    </node>    <node id=""Seldon"">      <data key=""d0"">Seldon</data>    </node>    <node id=""Venabili"">      <data key=""d0"">Venabili</data>    </node>    <edge source=""Ma&#238;tre Davan"" target=""Dors Venabili"" />    <edge source=""Dors Venabili"" target=""Amaryl"" />    <edge source=""Ma&#238;tresse Venabili"" target=""Hummin"" />    <edge source=""Ma&#238;tresse Venabili"" target=""Ma&#238;tresse Tisalver"" />    <edge source=""Hummin"" target=""Raych"" />    <edge source=""Hummin"" target=""Dahlite"" />    <edge source=""Hummin"" target=""Tisalver"" />    <edge source=""Hummin"" target=""Dors"" />    <edge source=""Hummin"" target=""Venabili"" />    <edge source=""Ma&#238;tresse Tisalver"" target=""Dors"" />    <edge source=""Hari Seldon"" target=""Marlo Tanto"" />    <edge source=""Marlo Tanto"" target=""Seldon"" />    <edge source=""Demerzel"" target=""Dahlite"" />  </graph></graphml>"
paf16,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Marron"">      <data key=""d0"">Marron;Elgin Marron</data>    </node>    <node id=""Demerzel"">      <data key=""d0"">Demerzel</data>    </node>    <node id=""Astinwald"">      <data key=""d0"">Astinwald;Gebore Astinwald</data>    </node>    <node id=""Lanel Russ"">      <data key=""d0"">Lanel Russ</data>    </node>    <node id=""Russ"">      <data key=""d0"">Russ;Lanel Russ</data>    </node>    <node id=""Cinna"">      <data key=""d0"">Cinna</data>    </node>    <node id=""Raych"">      <data key=""d0"">Raych</data>    </node>    <node id=""Hummin"">      <data key=""d0"">Hummin</data>    </node>    <node id=""Hari Seldon"">      <data key=""d0"">Hari Seldon;Hari     Seldon;Hari</data>    </node>    <node id=""Hari     Seldon"">      <data key=""d0"">Hari     Seldon;Hari;Seldon</data>    </node>    <node id=""Davan"">      <data key=""d0"">Davan</data>    </node>    <node id=""Maire de Dahl"">      <data key=""d0"">Maire de Dahl;Dahlites;Dahl</data>    </node>    <node id=""A Kan"">      <data key=""d0"">A Kan</data>    </node>    <node id=""Maire de Kan"">      <data key=""d0"">Maire de Kan</data>    </node>    <node id=""Casilia Tisalver"">      <data key=""d0"">Casilia Tisalver;Tisalver;Ma&#238;tresse Tisalver</data>    </node>    <node id=""Dors"">      <data key=""d0"">Dors</data>    </node>    <node id=""H&#233;licon"">      <data key=""d0"">H&#233;licon</data>    </node>    <edge source=""Marron"" target=""Demerzel"" />    <edge source=""Demerzel"" target=""A Kan"" />    <edge source=""Astinwald"" target=""Lanel Russ"" />    <edge source=""Russ"" target=""Cinna"" />    <edge source=""Cinna"" target=""Hari Seldon"" />    <edge source=""Cinna"" target=""Hari     Seldon"" />    <edge source=""Cinna"" target=""Casilia Tisalver"" />    <edge source=""Cinna"" target=""Dors"" />    <edge source=""Raych"" target=""Hummin"" />    <edge source=""Hummin"" target=""Hari Seldon"" />    <edge source=""Hummin"" target=""Hari     Seldon"" />    <edge source=""Hummin"" target=""Dors"" />    <edge source=""Davan"" target=""Maire de Dahl"" />    <edge source=""Maire de Dahl"" target=""A Kan"" />    <edge source=""Maire de Dahl"" target=""Maire de Kan"" />    <edge source=""A Kan"" target=""Maire de Kan"" />    <edge source=""A Kan"" target=""H&#233;licon"" />    <edge source=""Casilia Tisalver"" target=""Dors"" />  </graph></graphml>"
paf17,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Emmer Thalus"">      <data key=""d0"">Emmer Thalus;Thalus</data>    </node>    <node id=""Dors de Cinna"">      <data key=""d0"">Dors de Cinna</data>    </node>    <node id=""madame le Maire"">      <data key=""d0"">madame le Maire;le Maire</data>    </node>    <node id=""Hummin"">      <data key=""d0"">Hummin</data>    </node>    <node id=""Raych"">      <data key=""d0"">Raych</data>    </node>    <node id=""Hari Seldon"">      <data key=""d0"">Hari Seldon;Hari;Seldon</data>    </node>    <node id=""Davan"">      <data key=""d0"">Davan</data>    </node>    <node id=""Rachelle"">      <data key=""d0"">Rachelle</data>    </node>    <node id=""Demerzel"">      <data key=""d0"">Demerzel</data>    </node>    <node id=""Sergent"">      <data key=""d0"">Sergent</data>    </node>    <node id=""Dahl"">      <data key=""d0"">Dahl</data>    </node>    <node id=""Dors"">      <data key=""d0"">Dors;Dors Venabili;Venabili</data>    </node>    <node id=""Venabili"">      <data key=""d0"">Venabili</data>    </node>    <node id=""Yugo Amaryl"">      <data key=""d0"">Yugo Amaryl</data>    </node>    <node id=""Mannix IV"">      <data key=""d0"">Mannix IV</data>    </node>    <node id=""Dors Venabili"">      <data key=""d0"">Dors Venabili;Dors;Dors de Cinna</data>    </node>    <node id=""Chetter Hummin"">      <data key=""d0"">Chetter Hummin;Hummin</data>    </node>    <edge source=""Emmer Thalus"" target=""Dors de Cinna"" />    <edge source=""Dors de Cinna"" target=""Raych"" />    <edge source=""Dors de Cinna"" target=""Hari Seldon"" />    <edge source=""Dors de Cinna"" target=""Sergent"" />    <edge source=""Dors de Cinna"" target=""Rachelle"" />    <edge source=""Dors de Cinna"" target=""Dahl"" />    <edge source=""Dors de Cinna"" target=""Dors"" />    <edge source=""Dors de Cinna"" target=""Yugo Amaryl"" />    <edge source=""Dors de Cinna"" target=""Mannix IV"" />    <edge source=""Dors de Cinna"" target=""Chetter Hummin"" />    <edge source=""madame le Maire"" target=""Hummin"" />    <edge source=""Hummin"" target=""Hari Seldon"" />    <edge source=""Hummin"" target=""Demerzel"" />    <edge source=""Hummin"" target=""Dors Venabili"" />    <edge source=""Davan"" target=""Rachelle"" />    <edge source=""Dors"" target=""Venabili"" />    <edge source=""Venabili"" target=""Dors Venabili"" />  </graph></graphml>"
paf18,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Madame le Maire"">      <data key=""d0"">Madame le Maire</data>    </node>    <node id=""Hummin"">      <data key=""d0"">Hummin</data>    </node>    <node id=""Cl&#233;on"">      <data key=""d0"">Cl&#233;on</data>    </node>    <node id=""madame le Maire"">      <data key=""d0"">madame le Maire</data>    </node>    <node id=""Mannix IV"">      <data key=""d0"">Mannix IV;Maire Mannix IV;Mannix</data>    </node>    <node id=""Rachelle"">      <data key=""d0"">Rachelle</data>    </node>    <node id=""Raych"">      <data key=""d0"">Raych</data>    </node>    <node id=""Venabili"">      <data key=""d0"">Venabili</data>    </node>    <node id=""Ma&#238;tre Seldon"">      <data key=""d0"">Ma&#238;tre Seldon;Seldon</data>    </node>    <node id=""Demerzel"">      <data key=""d0"">Demerzel</data>    </node>    <node id=""Thalus"">      <data key=""d0"">Thalus</data>    </node>    <node id=""Sergent"">      <data key=""d0"">Sergent</data>    </node>    <node id=""Dors Venabili"">      <data key=""d0"">Dors Venabili</data>    </node>    <node id=""Hari"">      <data key=""d0"">Hari</data>    </node>    <node id=""Dahlite"">      <data key=""d0"">Dahlite</data>    </node>    <node id=""Rachelle Ire"">      <data key=""d0"">Rachelle Ire;Rachelle</data>    </node>    <node id=""Dors"">      <data key=""d0"">Dors;Dors Venabili;Venabili</data>    </node>    <node id=""Chetter Hummin"">      <data key=""d0"">Chetter Hummin;Hummin</data>    </node>    <edge source=""Madame le Maire"" target=""Hummin"" />    <edge source=""Hummin"" target=""Cl&#233;on"" />    <edge source=""Hummin"" target=""madame le Maire"" />    <edge source=""Hummin"" target=""Ma&#238;tre Seldon"" />    <edge source=""Hummin"" target=""Dahlite"" />    <edge source=""Hummin"" target=""Rachelle Ire"" />    <edge source=""madame le Maire"" target=""Demerzel"" />    <edge source=""Mannix IV"" target=""Rachelle"" />    <edge source=""Rachelle"" target=""Chetter Hummin"" />    <edge source=""Raych"" target=""Venabili"" />    <edge source=""Venabili"" target=""Hari"" />    <edge source=""Thalus"" target=""Sergent"" />    <edge source=""Sergent"" target=""Dors Venabili"" />    <edge source=""Sergent"" target=""Dors"" />    <edge source=""Dahlite"" target=""Dors"" />  </graph></graphml>"
lca0,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <graph edgedefault=""undirected"" /></graphml>"
lca1,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Jacques"">      <data key=""d0"">Jacques</data>    </node>    <node id=""Baley"">      <data key=""d0"">Baley</data>    </node>    <node id=""Julius"">      <data key=""d0"">Julius</data>    </node>    <node id=""JULIUS ENDERBY"">      <data key=""d0"">JULIUS ENDERBY</data>    </node>    <node id=""Enderby"">      <data key=""d0"">Enderby</data>    </node>    <node id=""Lije"">      <data key=""d0"">Lije</data>    </node>    <node id=""Vince"">      <data key=""d0"">Vince;Vince Barrett</data>    </node>    <node id=""Roj Nemennuh Sarton"">      <data key=""d0"">Roj Nemennuh Sarton</data>    </node>    <node id=""R. Sammy"">      <data key=""d0"">R. Sammy</data>    </node>    <node id=""Terrien"">      <data key=""d0"">Terrien</data>    </node>    <node id=""Simpson"">      <data key=""d0"">Simpson</data>    </node>    <edge source=""Jacques"" target=""Baley"" />    <edge source=""Julius"" target=""JULIUS ENDERBY"" />    <edge source=""JULIUS ENDERBY"" target=""Enderby"" />    <edge source=""JULIUS ENDERBY"" target=""Lije"" />  </graph></graphml>"
lca2,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""R. Daneel Olivaw"">      <data key=""d0"">R. Daneel Olivaw;Daneel;R. Daneel</data>    </node>    <node id=""Spacien"">      <data key=""d0"">Spacien</data>    </node>    <node id=""Poliment"">      <data key=""d0"">Poliment</data>    </node>    <node id=""Elijah"">      <data key=""d0"">Elijah;Elijah Baley;Baley</data>    </node>    <node id=""Baley"">      <data key=""d0"">Baley</data>    </node>    <node id=""Enderby"">      <data key=""d0"">Enderby;Julius Enderby</data>    </node>    <node id=""R. Sammy"">      <data key=""d0"">R. Sammy</data>    </node>    <node id=""Terrien"">      <data key=""d0"">Terrien</data>    </node>    <edge source=""R. Daneel Olivaw"" target=""Spacien"" />    <edge source=""Spacien"" target=""Elijah"" />    <edge source=""Spacien"" target=""Baley"" />    <edge source=""Poliment"" target=""Elijah"" />  </graph></graphml>"
lca3,"<graphml xmlns=""http://graphml.graphdrawing.org/xmlns"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""http://graphml.graphdrawing.org/xmlns http://graphml.graphdrawing.org/xmlns/1.0/graphml.xsd"">  <key id=""d0"" for=""node"" attr.name=""names"" attr.type=""string"" />  <graph edgedefault=""undirected"">    <node id=""Boris"">      <data key=""d0"">Boris</data>    </node>    <node id=""Daneel"">      <data key=""d0"">Daneel;R. Daneel</data>    </node>    <node id=""Baley"">      <data key=""d0"">Baley</data>    </node>    <node id=""Lije"">      <data key=""d0"">Lije</data>    </node>    <node id=""Elijah"">      <data key=""d0"">Elijah</data>    </node>  </graph></graphml>"
